subject,sequence,image_index,filepath,file_prefix,AU17,AU1,AU2,AU25,AU27,AU4,AU7,AU23,AU24,AU6,AU12,AU15,AU14,AU11,AU26,high_level_emotion
S135,12,20,./cohn-kanade-images/S135/012/S135_012_00000020.png,S135_012_00000020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,positive
S136,1,19,./cohn-kanade-images/S136/001/S136_001_00000019.png,S136_001_00000019,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,surprise
S136,2,12,./cohn-kanade-images/S136/002/S136_002_00000012.png,S136_002_00000012,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,negative
S136,3,14,./cohn-kanade-images/S136/003/S136_003_00000014.png,S136_003_00000014,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,negative
S137,1,14,./cohn-kanade-images/S137/001/S137_001_00000014.png,S137_001_00000014,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S137,2,15,./cohn-kanade-images/S137/002/S137_002_00000015.png,S137_002_00000015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S137,4,6,./cohn-kanade-images/S137/004/S137_004_00000006.png,S137_004_00000006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,negative
S137,5,27,./cohn-kanade-images/S137/005/S137_005_00000027.png,S137_005_00000027,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,negative
S137,11,20,./cohn-kanade-images/S137/011/S137_011_00000020.png,S137_011_00000020,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,positive
S138,1,12,./cohn-kanade-images/S138/001/S138_001_00000012.png,S138_001_00000012,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,negative
S138,2,11,./cohn-kanade-images/S138/002/S138_002_00000011.png,S138_002_00000011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,negative
S138,3,9,./cohn-kanade-images/S138/003/S138_003_00000009.png,S138_003_00000009,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S138,4,13,./cohn-kanade-images/S138/004/S138_004_00000013.png,S138_004_00000013,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S138,7,11,./cohn-kanade-images/S138/007/S138_007_00000011.png,S138_007_00000011,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,negative
S138,8,9,./cohn-kanade-images/S138/008/S138_008_00000009.png,S138_008_00000009,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,negative
S139,2,13,./cohn-kanade-images/S139/002/S139_002_00000013.png,S139_002_00000013,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,negative
S147,2,13,./cohn-kanade-images/S147/002/S147_002_00000013.png,S147_002_00000013,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,negative
S148,2,15,./cohn-kanade-images/S148/002/S148_002_00000015.png,S148_002_00000015,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,negative
S149,2,13,./cohn-kanade-images/S149/002/S149_002_00000013.png,S149_002_00000013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,negative
S151,2,29,./cohn-kanade-images/S151/002/S151_002_00000029.png,S151_002_00000029,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,negative
S154,2,13,./cohn-kanade-images/S154/002/S154_002_00000013.png,S154_002_00000013,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,negative
S155,2,12,./cohn-kanade-images/S155/002/S155_002_00000012.png,S155_002_00000012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,negative
S156,2,21,./cohn-kanade-images/S156/002/S156_002_00000021.png,S156_002_00000021,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,negative
S157,2,11,./cohn-kanade-images/S157/002/S157_002_00000011.png,S157_002_00000011,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,negative
S158,2,11,./cohn-kanade-images/S158/002/S158_002_00000011.png,S158_002_00000011,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,negative
S160,6,10,./cohn-kanade-images/S160/006/S160_006_00000010.png,S160_006_00000010,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,negative
S501,1,67,./cohn-kanade-images/S501/001/S501_001_00000067.png,S501_001_00000067,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,negative
S501,4,56,./cohn-kanade-images/S501/004/S501_004_00000056.png,S501_004_00000056,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,negative
S501,6,41,./cohn-kanade-images/S501/006/S501_006_00000041.png,S501_006_00000041,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,negative
S502,1,16,./cohn-kanade-images/S502/001/S502_001_00000016.png,S502_001_00000016,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,negative
S502,2,9,./cohn-kanade-images/S502/002/S502_002_00000009.png,S502_002_00000009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,negative
S502,4,52,./cohn-kanade-images/S502/004/S502_004_00000052.png,S502_004_00000052,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,negative
S503,1,71,./cohn-kanade-images/S503/001/S503_001_00000071.png,S503_001_00000071,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,negative
S503,2,8,./cohn-kanade-images/S503/002/S503_002_00000008.png,S503_002_00000008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,negative
S504,1,22,./cohn-kanade-images/S504/001/S504_001_00000022.png,S504_001_00000022,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,negative
S504,2,9,./cohn-kanade-images/S504/002/S504_002_00000009.png,S504_002_00000009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,negative
S505,2,21,./cohn-kanade-images/S505/002/S505_002_00000021.png,S505_002_00000021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,negative
S505,6,19,./cohn-kanade-images/S505/006/S505_006_00000019.png,S505_006_00000019,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,negative
S506,1,40,./cohn-kanade-images/S506/001/S506_001_00000040.png,S506_001_00000040,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,negative
S506,2,9,./cohn-kanade-images/S506/002/S506_002_00000009.png,S506_002_00000009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,negative
S506,4,38,./cohn-kanade-images/S506/004/S506_004_00000038.png,S506_004_00000038,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,negative
S506,6,42,./cohn-kanade-images/S506/006/S506_006_00000042.png,S506_006_00000042,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,negative
S895,2,7,./cohn-kanade-images/S895/002/S895_002_00000007.png,S895_002_00000007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,negative
S999,1,18,./cohn-kanade-images/S999/001/S999_001_00000018.png,S999_001_00000018,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,negative
S999,3,55,./cohn-kanade-images/S999/003/S999_003_00000055.png,S999_003_00000055,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,negative
